Name,Gender,SSN,Member Date,Phone,State,Zip,Email,Credit Card,Credit Card_Number,Credit Card Exp,Gender,Favorite Radio Station,Purchases Past 30 Days,Spent Past 30 Days,Purchases Past 6 Months,Spent Past 6 Months,Purchases Past 12 Months,Spent Past 12 Months
Wayne Taylor,male,868-33-6083,Sun Nov 17 2013 21:46:34 GMT-0500 (Eastern Standard Time),7696588845,N.H.,56159-8708,w.Taylor@feron.info,American Express,3406xxxxxxx6532,01/20,male,WSUP,3,$1424.7399999999998,7,$5651.04,13,$11022.570000000002
Leo Gross,male,020-95-6179,11/13/2011,6724141158,Kentucky,76095-3877,l.grossross@niwo.org,American Express,3439xxxxxxx1856,04/17,male,WVSG,2,$1033.14,4,$2092.19,11,$8959.67
Devin Morton,male,797-77-6538,Wed Feb 01 2012 16:33:35 GMT-0500 (Eastern Standard Time),7514474206,N.E.,06230-8115,d.Morton@rifnozi.gov,Discover Card,6011xxxxxxxx6314,07/27,male,KMZX,5,$2210.75,7,$5979.759999999999,17,$14785.379999999996
Mrs. Lelia Holland,female,783-16-2851,Tue Dec 27 2005 16:15:47 GMT-0500 (Eastern Standard Time),(861) 741-4476,VT,78557-4105,l.Holland@nozut.com,Mastercard,5152xxxxxxxx0423,04/22,female,WKLG,3,$2003.73,4,$4195.38,9,$7771.429999999999
Misses Teresa Hodges,female,502-70-9927,16/10/2009,(800) 563-6585,Wyoming,50401-9151,t.hodgesodges@son.net,Discover Card,6011xxxxxxxx9686,10/23,female,KEPS,5,$2885.58,9,$7197.13,19,$17833.47
Miss Estella Jefferson,female,644-76-7666,15/4/2007,(819) 794-8548,Illinois,70783-0663,e.jeffersonefferson@davet.edu,Visa,4248xxxxxxxx9470,07/21,female,WPEK,5,$3262.43,7,$7371.919999999999,9,$10977.69
Misses Mable Stanley,female,879-67-0982,18/6/2012,8672915551,MO,82863-8602,m.stanleytanley@tuwge.com,Discover Card,6011xxxxxxxx5909,02/26,female,KCHV,0,$0,3,$1096.44,6,$3929.71
Miss Tillie Huff,female,022-73-8280,Thu Sep 11 2014 16:41:30 GMT-0400 (Eastern Daylight Time),(671) 455-2191,K.Y.,00313,t.huffuff@ci.nz,Mastercard,5188xxxxxxxx0256,03/19,female,WLKK,2,$855.88,4,$3393.48,14,$9562.659999999998
Misses Lydia Manning,female,286-44-5290,Mon Nov 30 2009 12:34:58 GMT-0500 (Eastern Standard Time),8046549890,North Dakota,46619,l.Manning@ucimemmi.gov,Diners Club United States & Canada,5459xxxxxxxx4161,10/20,female,KIFP,1,$299.58,6,$3885.42,14,$11413.850000000002
Mister Melvin Chapman,male,653-38-8155,4/27/2009,(249) 998-4610,North Dakota,63536-8714,m.chapmanhapman@gopa.org,Visa,4287xxxxxxxx2680,11/18,male,KKQQ,5,$3564.4500000000003,7,$6958.02,16,$16522.96
Doctor Allie Pittman,female,075-92-4147,Tue Oct 25 2005 17:15:11 GMT-0400 (Eastern Daylight Time),(367) 200-3347,Arizona,88883-1713,a.Pittman@gopgot.edu,Discover Card,6011xxxxxxxx1104,02/27,female,KCMQ,1,$389.44,4,$2712.63,12,$8859.980000000001
Misses Bess Houston,female,826-11-0535,2/21/2017,(380) 567-8542,D.E.,78438-3299,b.houstonouston@eve.org,Visa,4579xxxxxxxx0225,02/19,female,WGRL,1,$232.6,5,$3275.31,8,$8365.210000000001
Phoebe Fletcher,female,642-71-3644,7/10/2014,(975) 533-6283,South Carolina,20663-3680,p.fletcherletcher@kicitsez.org,Diners Club United States & Canada,5445xxxxxxxx3494,05/24,female,WYBN,1,$682.96,5,$2049.7,12,$8626.74
Miss May Howard,female,552-84-8001,3/26/2007,(543) 849-2680,I.A.,58381,m.howardoward@magohnu.org,American Express,3451xxxxxxx2461,12/23,female,KJKA,2,$624.02,3,$1940.56,9,$5074.62
Miss Anne Cain,female,047-54-9531,20/1/2016,(434) 539-1759,Nebraska,84707,a.cainain@nerto.gov,Diners Club United States & Canada,5419xxxxxxxx4897,01/26,female,KCYF,5,$2473.7799999999997,9,$7407.25,16,$14739.680000000002
Belle Perez,female,032-39-6950,1/4/2017,(371) 725-2651,WY,79030,b.perezerez@vevca.gov,Mastercard,5130xxxxxxxx2383,01/22,female,KMWJ,1,$684.24,2,$2321.84,4,$3803.37
Lillian Bell,female,817-75-0070,Sat May 19 2007 20:03:26 GMT-0400 (Eastern Daylight Time),7332379508,K.Y.,60150,l.bellell@bowculram.edu,American Express,3434xxxxxxx5285,10/17,female,WXIV,2,$1773.71,4,$4697.82,5,$7417.789999999999
Doctor Floyd Tyler,male,987-16-1985,4/24/2005,7406223281,O.H.,73423-7377,f.Tyler@zotopiti.net,American Express,3405xxxxxxx3640,06/20,male,WEVQ,1,$869.87,3,$2268.95,11,$6886.599999999999
Mister Bradley Briggs,male,373-81-3081,11/13/2015,6575501616,Vermont,02449-4693,b.briggsriggs@le.gov,Mastercard,5163xxxxxxxx8399,08/20,male,WBLB,1,$968.83,5,$3998.9700000000003,10,$9619.560000000001
Birdie Patterson,female,012-94-2970,Fri Dec 14 2007 10:07:38 GMT-0500 (Eastern Standard Time),5542555211,Michigan,92094-5197,b.pattersonatterson@obohi.com,American Express,3455xxxxxxx7110,08/23,female,WYZX,3,$1212.96,5,$4382.679999999999,8,$7338.959999999998
Eddie Harrison,male,197-83-2063,Sat Dec 04 2010 13:29:30 GMT-0500 (Eastern Standard Time),9285242349,Connecticut,42465,e.harrisonarrison@gi.gov,Diners Club United States & Canada,5496xxxxxxxx4324,03/25,male,WRYF,1,$939.52,3,$2762,4,$4861.589999999999
Doctor Jacob Adkins,male,312-56-0730,29/12/2005,(501) 921-6219,Nebraska,82415-8403,j.adkinsdkins@foeh.net,American Express,3479xxxxxxx8285,12/20,male,KQAH,4,$2415.5099999999998,9,$6270.2,17,$14411.33
Bertie Lewis,female,891-74-3050,22/6/2013,3802853618,C.T.,14274-2010,b.lewisewis@faktelhuc.au,Discover Card,6011xxxxxxxx0875,02/20,female,WAST,2,$1461.34,7,$5556.5599999999995,8,$10971.97
Mister Julian Moody,male,761-86-0661,Fri Aug 29 2008 08:26:27 GMT-0400 (Eastern Daylight Time),2535574963,West Virginia,35788-9736,j.Moody@subib.net,Discover Card,6011xxxxxxxx2803,01/22,male,WVZA,1,$913.51,5,$3884.2599999999998,7,$6603.290000000001
Douglas Bowers,male,070-76-4709,Tue Jul 23 2013 09:42:18 GMT-0400 (Eastern Daylight Time),3708357020,Pennsylvania,63553,d.bowersowers@ari.co,Visa,4184xxxxxxxx8430,03/26,male,WNJY,4,$3108.26,7,$6609.85,10,$12355.550000000001
Hallie Bowers,female,648-11-5520,Tue Jul 11 2017 20:01:36 GMT-0400 (Eastern Daylight Time),2368728497,North Dakota,14257,h.bowersowers@wok.edu,Mastercard,5133xxxxxxxx3336,01/27,female,KXPA,1,$209.27,4,$2752.77,7,$5401.9
Marian Wood,female,694-20-6702,7/15/2016,(370) 938-9018,Colorado,58838,m.Wood@nu.net,Mastercard,5173xxxxxxxx4258,12/26,female,KYLM,3,$2195.57,5,$5287.280000000001,14,$14247.810000000003
Leonard Paul,male,057-97-6034,5/8/2007,5383858980,Oregon,79827-3041,l.Paul@jelodu.org,Mastercard,5194xxxxxxxx4540,02/17,male,KKIK,3,$1107.72,6,$4269.7300000000005,9,$9065.760000000002
Mr. Ralph Cruz,male,204-42-5689,Thu Mar 27 2008 20:51:51 GMT-0400 (Eastern Daylight Time),7347799492,IL,06026,r.cruzruz@fikozok.co,Diners Club United States & Canada,5422xxxxxxxx6346,06/23,male,WJKN,1,$675.42,5,$3557.99,11,$8932.009999999998
Mattie Stewart,female,417-86-0574,5/30/2013,4845832599,Maine,37094,m.stewarttewart@tadgazmo.edu,Diners Club United States & Canada,5472xxxxxxxx5189,03/17,female,WQPS,3,$1290.82,6,$3843.84,11,$9824.63
Lenora Perkins,female,179-86-7998,Tue Oct 02 2012 03:22:16 GMT-0400 (Eastern Daylight Time),6128218616,IA,48327,l.perkinserkins@moca.ca,Mastercard,5135xxxxxxxx4537,09/19,female,KTVT,3,$1896.54,4,$3870.2,11,$10170.45
Doctor Earl Lyons,male,827-22-0563,27/7/2012,(446) 646-3067,Oregon,19130,e.Lyons@kivjedip.gov,American Express,3430xxxxxxx2863,04/21,male,KRLJ,0,$0,5,$2777.95,8,$6188.109999999999
Ola Warner,female,827-15-6080,Tue Sep 22 2009 05:42:14 GMT-0400 (Eastern Daylight Time),(306) 561-9485,GA,67310-5452,o.Warner@duduje.info,Discover Card,6011xxxxxxxx7589,02/17,female,WOLE,4,$2143.57,8,$6290.280000000001,10,$11306.490000000002
Mister Elmer Nichols,male,068-36-1835,27/12/2007,9728961958,W.Y.,85197-8238,e.Nichols@nave.edu,Visa,4899xxxxxxxx1830,02/18,male,KZRP,1,$117.36,4,$1313.23,9,$7193.4299999999985
Jayden Hudson,male,497-86-1233,11/8/2014,(282) 565-9000,District of Columbia,20033,j.hudsonudson@po.edu,Visa,4788xxxxxxxx6419,11/19,male,WZMZ,0,$0,1,$98.44,8,$5288.76
Mrs. Violet Garza,female,864-83-6396,17/2/2008,(743) 584-8478,OR,59504-5578,v.garzaarza@vop.org,Diners Club United States & Canada,5431xxxxxxxx5587,08/23,female,KUEV,3,$1426.17,8,$4111.33,10,$11044.370000000003
Miss Gussie Russell,female,995-65-2586,Sat Jan 14 2017 11:30:45 GMT-0500 (Eastern Standard Time),6159745849,SC,40164-6295,g.russellussell@aweed.net,Visa,4212xxxxxxxx0380,01/26,female,WLJC,1,$869.82,3,$1770.96,11,$7257.0999999999985
Eliza Gill,female,383-67-0571,10/26/2007,2785934518,MT,62191-8479,e.gillill@uwsu.gov,Visa,4912xxxxxxxx7339,12/17,female,KUHP,4,$2054.04,9,$8355.99,15,$14784.010000000002
Mr. Jesus Butler,male,303-15-7244,9/3/2015,(453) 412-6587,V.A.,91682-3784,j.butlerutler@zu.gov,Discover Card,6011xxxxxxxx3435,03/21,male,WPEA,5,$1409.22,10,$6420.9400000000005,11,$11622.740000000002
Leon Hardy,male,958-69-8805,Sun Jan 04 2015 11:30:33 GMT-0500 (Eastern Standard Time),3324675152,Delaware,71720,l.Hardy@tujke.nz,American Express,3449xxxxxxx3669,07/24,male,WBRQ,3,$1335.87,5,$3001.1800000000003,10,$8510.03
Annie Tyler,female,992-14-4965,16/5/2012,(989) 361-9497,V.T.,61504-4406,a.tyleryler@ocajok.org,American Express,3400xxxxxxx3982,10/27,female,WBXW,0,$0,5,$2433.5,6,$5012.429999999999
Doctor Ethel Garza,female,304-18-9809,Mon Jul 31 2006 03:36:11 GMT-0400 (Eastern Daylight Time),7065933672,Massachusetts,74911,e.Garza@ma.org,Visa,4734xxxxxxxx1437,02/25,female,WSVA,3,$2580.52,8,$6487.750000000001,9,$11117.940000000002
Mister Ernest Barnett,male,091-68-5146,Wed Sep 25 2013 06:40:11 GMT-0400 (Eastern Daylight Time),7088943763,D.C.,04408,e.barnettarnett@fer.de,Mastercard,5157xxxxxxxx9761,08/19,male,WGEN,1,$972.54,3,$2343.4799999999996,7,$5484.299999999999
Miss Esther Warner,female,735-28-5720,7/4/2011,(388) 382-7224,HI,16818-9708,e.Warner@sewok.com,American Express,3430xxxxxxx5473,07/22,female,KEGS,2,$1422.71,3,$3525.9600000000005,6,$6810.1
Gilbert Long,male,122-49-6924,11/20/2006,(349) 752-4608,Nebraska,40339-3800,g.Long@daheclow.info,Diners Club United States & Canada,5406xxxxxxxx9679,04/25,male,KAPP,2,$891.77,5,$3476.79,14,$11343.66
Eugene Elliott,male,989-15-8029,10/19/2014,8439616826,I.L.,28048,e.elliottlliott@mogpa.net,Visa,4967xxxxxxxx6406,06/27,male,WKMB,1,$955.06,3,$1691.48,9,$6661.329999999999
Joe Baldwin,male,291-22-9303,30/3/2013,2489695433,New Hampshire,61869,j.baldwinaldwin@tiadmu.net,Visa,4074xxxxxxxx4654,10/23,male,WOKH,1,$547.68,5,$2835.4400000000005,8,$7764.040000000002
Dr. Donald Page,male,310-73-8712,Thu Aug 07 2014 15:51:08 GMT-0400 (Eastern Daylight Time),8292059582,Montana,56178-7761,d.Page@luj.info,Discover Card,6011xxxxxxxx7725,11/25,male,KCUM,2,$807.11,7,$4702.030000000001,13,$11485.000000000004
Mister Brett Perkins,male,569-54-7668,12/7/2009,6246659146,District of Columbia,58483,b.perkinserkins@kazanba.com,Diners Club United States & Canada,5401xxxxxxxx4214,03/19,male,WJCD,2,$872.02,3,$1941.0900000000001,7,$5989.4400000000005
Harvey Wagner,male,704-21-0780,Thu Oct 23 2014 13:41:55 GMT-0400 (Eastern Daylight Time),(600) 748-8086,Louisiana,30472,h.Wagner@map.com,Mastercard,5108xxxxxxxx3616,03/18,male,KEKT,0,$0,5,$3120.9,13,$10140.710000000001
Mrs. Lou Edwards,female,953-81-7460,Tue Jul 26 2005 08:33:41 GMT-0400 (Eastern Daylight Time),4318782048,D.C.,50601-8966,l.edwardsdwards@cot.org,Discover Card,6011xxxxxxxx4649,10/19,female,KTGG,0,$0,1,$473.03,8,$6360.4400000000005
Mr. Franklin Walker,male,494-04-3445,Thu Sep 15 2011 09:33:59 GMT-0400 (Eastern Daylight Time),(683) 670-9588,W.Y.,74229-0223,f.walkeralker@idsajba.ca,American Express,3446xxxxxxx9605,12/24,male,KASX,4,$2439.2,9,$7105.29,18,$15942.720000000001
Doctor Minnie Malone,female,618-94-9095,Fri Apr 07 2017 09:01:26 GMT-0400 (Eastern Daylight Time),(786) 939-5465,MA,86927,m.Malone@wuk.gov,Discover Card,6011xxxxxxxx5080,04/21,female,WWLT,3,$1223.54,5,$3501.1,7,$6414.699999999999
Mr. Chester Holt,male,405-11-9699,20/3/2015,3852255007,O.R.,93597-5756,c.holtolt@alupe.edu,Visa,4347xxxxxxxx8763,07/26,male,KDLG,5,$3385.4399999999996,6,$6209.049999999999,10,$10441.06
Myrtle McKenzie,female,657-56-8907,6/4/2006,(441) 578-8332,M.A.,47557,m.McKenzie@jakezla.org,Discover Card,6011xxxxxxxx3831,06/27,female,WOLV,5,$4277.14,10,$10555.850000000002,14,$15996.630000000001
Misses Violet Bush,female,611-66-6142,21/10/2009,6719508620,D.E.,50739-2656,v.bushush@beniwego.au,Visa,4498xxxxxxxx1108,08/22,female,WVTK,4,$1611.52,8,$5954.4800000000005,12,$12069.740000000002
Lewis Carson,male,670-73-7894,1/11/2012,(755) 866-2195,M.D.,98389-6151,l.Carson@jagige.gov,Diners Club United States & Canada,5412xxxxxxxx7162,10/20,male,WACS,5,$2298.2200000000003,10,$7741.3600000000015,12,$14330.880000000003
Miss Lela Ball,female,043-09-5867,Tue Aug 08 2006 21:42:17 GMT-0400 (Eastern Daylight Time),7434612708,G.A.,69524-5165,l.ballall@soten.net,American Express,3498xxxxxxx7301,02/17,female,WQXG,5,$1448.23,9,$5486.8,10,$8685.259999999998
Nelle Burton,female,582-31-7177,Sat Jun 28 2008 17:23:46 GMT-0400 (Eastern Daylight Time),(272) 253-3134,Indiana,00161-7356,n.burtonurton@konavi.gov,Visa,4318xxxxxxxx1672,11/19,female,WTLE,3,$1528.5800000000002,5,$4818.200000000001,15,$12756.150000000001
Misses Delia Rivera,female,195-17-1068,10/23/2007,6774648693,New Jersey,92141,d.riveraivera@rofteg.info,American Express,3488xxxxxxx9599,03/17,female,WUEG,0,$0,1,$207.21,6,$4138.23
Herbert Horton,male,517-46-9762,5/21/2010,(246) 643-3574,California,24785,h.hortonorton@bo.org,Discover Card,6011xxxxxxxx5813,05/25,male,KZLH,3,$2050.88,4,$3701.8000000000006,9,$7778.9400000000005
Miss Ada Munoz,female,442-55-3130,23/11/2015,6815444454,New Mexico,21871,a.munozunoz@mefi.net,Discover Card,6011xxxxxxxx4226,03/26,female,KAYX,4,$3538.86,5,$6207.759999999999,8,$10185.589999999998
Leona Hill,female,585-91-4417,3/6/2012,(829) 603-7614,Pennsylvania,93980,l.Hill@hutbaro.net,Diners Club United States & Canada,5473xxxxxxxx1617,05/25,female,WETR,2,$1271.85,7,$5618.589999999999,12,$12999.879999999996
Doctor Miguel Strickland,male,420-39-5738,Sat Feb 23 2008 04:18:18 GMT-0500 (Eastern Standard Time),(764) 545-2396,Mississippi,61331-3571,m.stricklandtrickland@ocgiz.nz,Discover Card,6011xxxxxxxx2229,02/22,male,WWTB,0,$0,1,$107.39,9,$3771.1499999999996
Dr. Noah Ramsey,male,249-03-9604,Mon Jun 27 2016 08:29:00 GMT-0400 (Eastern Daylight Time),(542) 469-6312,South Carolina,59784-6042,n.Ramsey@ane.edu,Visa,4925xxxxxxxx8850,09/17,male,WCIV,2,$1086.1499999999999,7,$5362.35,15,$12943.769999999999
Doctor Randall Davis,male,995-13-0140,23/3/2008,6677492078,OH,96980,r.davisavis@erolorup.nz,Diners Club United States & Canada,5489xxxxxxxx7610,04/19,male,WZCS,3,$1348.92,5,$4348.570000000001,11,$10137.560000000003
Miss Evelyn Alvarado,female,849-90-0809,Wed Mar 25 2015 18:02:01 GMT-0400 (Eastern Daylight Time),(547) 311-5777,Minnesota,86098,e.alvaradolvarado@rokotil.net,American Express,3464xxxxxxx7693,10/27,female,WFYI,4,$2798.69,6,$5267.65,8,$8562.15
Susie Young,female,948-10-4888,13/9/2016,(818) 294-6285,ND,62810,s.Young@wacupufud.gov,American Express,3492xxxxxxx4043,04/24,female,KGWA,2,$1605.98,6,$5200.07,7,$9383.9
Lester McKenzie,male,641-53-5060,3/6/2017,4529064357,DE,70057,l.mckenziecKenzie@ercud.org,Diners Club United States & Canada,5444xxxxxxxx1263,12/21,male,WYPB,4,$2324.21,5,$5251.76,15,$12687.25
Mister Manuel Gilbert,male,088-54-6258,Wed Dec 23 2009 06:56:23 GMT-0500 (Eastern Standard Time),4643609137,N.E.,30729-0393,m.gilbertilbert@jolkood.nz,Diners Club United States & Canada,5405xxxxxxxx2621,05/17,male,KLML,0,$0,3,$557.94,9,$6401.5700000000015
Lelia Gordon,female,243-42-6432,6/7/2017,6584058834,Idaho,40602-9818,l.gordonordon@bi.au,Mastercard,5131xxxxxxxx6618,08/24,female,KCES,1,$816.55,6,$3617.8300000000004,15,$11539.909999999998
Jackson Rhodes,male,544-08-9138,2/20/2009,(379) 594-6611,New Jersey,49445-6789,j.rhodeshodes@huvpi.au,Mastercard,5104xxxxxxxx6011,05/25,male,WIFK,0,$0,1,$651.61,6,$4515.0199999999995
Dr. Lottie Hunter,female,568-63-5966,Mon Sep 27 2004 20:54:43 GMT-0400 (Eastern Daylight Time),4516456793,LA,57983,l.hunterunter@bu.gov,Mastercard,5123xxxxxxxx0245,05/23,female,WUGL,1,$975.13,6,$4357.9400000000005,13,$11116.31
Dr. Lucinda Lawrence,female,937-59-2485,Sat Jan 16 2016 05:07:35 GMT-0500 (Eastern Standard Time),(517) 658-7371,VA,63255-3395,l.Lawrence@pevdotfo.de,Mastercard,5100xxxxxxxx6891,09/26,female,WFRM,1,$419.79,6,$4488.1900000000005,12,$11042.620000000003
Dean Willis,male,377-00-0075,Tue Dec 23 2008 11:27:09 GMT-0500 (Eastern Standard Time),8674904678,AZ,48009-8286,d.willisillis@eku.nz,Discover Card,6011xxxxxxxx4998,01/22,male,KPIG,4,$1377.21,7,$5885.32,10,$10564.72
Dr. Bobby Russell,male,413-16-9860,Fri Feb 06 2009 06:47:53 GMT-0500 (Eastern Standard Time),7037926123,Illinois,33501,b.Russell@vaefe.info,Discover Card,6011xxxxxxxx5882,06/26,male,WHRD,1,$128.1,5,$3332.4700000000003,10,$9634.910000000002
Hannah Nguyen,female,250-41-0916,Fri Sep 12 2008 18:50:06 GMT-0400 (Eastern Daylight Time),(712) 500-8066,K.Y.,73983-4625,h.nguyenguyen@de.edu,Mastercard,5164xxxxxxxx6370,05/22,female,WUIA,5,$1728.07,7,$4295.45,14,$11187.01
Miss Bettie Hunter,female,852-89-4873,Fri Apr 15 2011 06:09:05 GMT-0400 (Eastern Daylight Time),(301) 258-1489,New Mexico,40295,b.Hunter@oddic.info,Mastercard,5130xxxxxxxx1885,08/23,female,KJZX,3,$1672.22,7,$3769.8500000000004,13,$11143.300000000001
Agnes Phelps,female,305-36-0096,7/7/2009,4313531936,Maryland,80377,a.phelpshelps@ef.ca,Visa,4846xxxxxxxx2240,01/24,female,WSHV,5,$2033.8899999999999,9,$6257.900000000001,12,$12583.54
Bernice Stanley,female,308-77-1360,4/1/2009,(651) 762-8878,Pennsylvania,91781-6820,b.Stanley@kinakedo.edu,Visa,4471xxxxxxxx8478,05/22,female,WJOR,1,$438.08,5,$2621.03,14,$8901.350000000002
Mr. Benjamin Owen,male,619-02-9557,Wed May 11 2016 14:04:41 GMT-0400 (Eastern Daylight Time),(479) 780-3044,Virginia,61026-6535,b.owenwen@duvduj.edu,Mastercard,5161xxxxxxxx2454,10/19,male,WCMT,2,$1250.47,6,$5254.9400000000005,15,$13079.13
Annie Reynolds,female,704-89-6382,Tue Aug 26 2008 16:41:16 GMT-0400 (Eastern Daylight Time),3729262222,District of Columbia,99751,a.reynoldseynolds@dausesoz.de,Diners Club United States & Canada,5435xxxxxxxx0851,07/23,female,WPYE,4,$2296.37,7,$6174.799999999999,13,$11782.060000000001
Emma Bowman,female,537-67-5546,22/6/2011,5082367795,Vermont,81550,e.bowmanowman@sofegazo.ca,Diners Club United States & Canada,5402xxxxxxxx8810,02/23,female,WAAI,5,$3052.2000000000003,8,$7899.3099999999995,15,$13525.83
Warren Greene,male,074-93-1954,22/1/2009,(535) 446-7210,R.I.,57236,w.Greene@vodsa.edu,Diners Club United States & Canada,5437xxxxxxxx1954,07/20,male,WTDB,1,$271.92,4,$2739.89,14,$8361.61
Misses Maude Gonzales,female,112-93-0714,27/8/2005,7219329709,Missouri,52538-3442,m.gonzalesonzales@keduibe.com,Mastercard,5191xxxxxxxx9794,08/23,female,KDCR,2,$708.6600000000001,3,$1768.31,12,$6000.76
Wayne Carr,male,799-19-0586,20/12/2006,(942) 721-2319,New York,94139-3471,w.carrarr@zowhuila.gov,Visa,4362xxxxxxxx7704,09/27,male,WFRI,2,$942.07,6,$3629.56,15,$10556.7
Randy Burke,male,305-71-9515,11/8/2007,3707037109,Arkansas,28838,r.Burke@buhuzo.net,American Express,3435xxxxxxx8660,10/18,male,KCKU,5,$1274.94,9,$6295.76,10,$11027.7
Andre McKinney,male,091-49-0212,12/24/2016,(242) 847-1982,ND,37261-3211,a.mckinneycKinney@bu.org,Discover Card,6011xxxxxxxx5810,12/19,male,KOYR,3,$790.6999999999999,5,$3733.9399999999996,14,$11126.779999999999
Lida Warner,female,082-93-6724,22/2/2015,(835) 222-1251,NC,71640-3669,l.warnerarner@abpecja.com,American Express,3467xxxxxxx7054,09/21,female,WMIT,0,$0,2,$1336.25,11,$6533.419999999999
May Jennings,female,570-36-4296,Sat Nov 15 2014 12:16:45 GMT-0500 (Eastern Standard Time),(227) 575-4465,RI,14366-0823,m.jenningsennings@panwi.gov,Diners Club United States & Canada,5420xxxxxxxx4844,02/22,female,WHTZ,4,$1538.19,7,$3915.49,15,$9335.18
Mister Lawrence Glover,male,898-79-2413,Mon Oct 01 2012 09:59:42 GMT-0400 (Eastern Daylight Time),9287339211,Louisiana,18207,l.gloverlover@nuwjusju.gov,Diners Club United States & Canada,5458xxxxxxxx2824,04/22,male,KITL,5,$1793.09,8,$6020.840000000001,18,$14088.570000000005
Doctor Ada Clayton,female,145-94-1318,11/29/2010,(336) 614-8904,A.K.,41878,a.claytonlayton@duk.com,Visa,4936xxxxxxxx3748,05/17,female,KSIB,2,$1227.78,5,$2745.0000000000005,11,$9380.630000000001
Doctor Josie Castro,female,963-60-5357,Tue Apr 18 2017 23:52:52 GMT-0400 (Eastern Daylight Time),(833) 488-3416,Wyoming,63223,j.castroastro@buh.nz,American Express,3412xxxxxxx4139,11/26,female,KXOE,2,$1364.8200000000002,4,$3989.43,7,$8068.0599999999995
Bruce Norris,male,957-37-5835,8/11/2008,2536942320,Delaware,81358-2421,b.norrisorris@separed.co,Visa,4263xxxxxxxx6886,07/18,male,WBBG,1,$677.97,4,$1773.1400000000003,10,$7694.19
Dr. Clyde Baker,male,220-08-1949,9/2/2012,(380) 261-2126,Rhode Island,29091,c.bakeraker@racerot.co,Mastercard,5105xxxxxxxx0263,05/17,male,WFHW,3,$1148.42,6,$4836.950000000001,7,$7942.220000000002
Miss Betty Willis,female,058-45-8825,10/11/2010,(752) 595-8918,Illinois,62969,b.willisillis@ujumewdaf.com,Mastercard,5149xxxxxxxx5109,01/23,female,WPYS,2,$611.51,7,$3325.82,11,$9489.220000000001
Jorge Lawrence,male,284-35-8881,Mon Nov 29 2010 04:04:24 GMT-0500 (Eastern Standard Time),9274723118,N.E.,26980,j.lawrenceawrence@dofogaz.au,Mastercard,5158xxxxxxxx1236,03/26,male,KIXK,5,$1826.3999999999999,7,$5537.01,14,$13116.299999999997
Dean Willis,male,326-49-1528,4/23/2013,(445) 864-5894,P.A.,08317,d.willisillis@dek.de,Mastercard,5191xxxxxxxx3193,02/18,male,WFXX,0,$0,3,$2069.61,9,$5657.790000000001
Mrs. Florence Tate,female,065-09-5805,12/6/2006,(842) 503-4758,Illinois,99314-7157,f.tateate@ori.nz,Discover Card,6011xxxxxxxx8858,08/25,female,WEWT,0,$0,3,$1022.94,8,$4428.469999999999
Rodney Clark,male,375-97-9008,Tue May 10 2016 05:12:04 GMT-0400 (Eastern Daylight Time),(916) 260-4403,New Hampshire,00451-1637,r.clarklark@hed.nz,Diners Club United States & Canada,5461xxxxxxxx0912,01/18,male,WXRQ,1,$955.73,6,$4133.98,14,$10305.810000000001
Mamie Owen,female,164-89-4895,Mon Oct 13 2014 13:10:31 GMT-0400 (Eastern Daylight Time),7167165746,Florida,79416-6972,m.owenwen@jigvira.com,Visa,4706xxxxxxxx8322,08/21,female,WUJO,0,$0,3,$987.48,7,$4696.569999999999
Jeremiah Rodriguez,male,658-73-5020,1/7/2006,(771) 491-4734,Massachusetts,72907-3943,j.rodriguezodriguez@apu.org,Discover Card,6011xxxxxxxx2795,02/22,male,WHMT,0,$0,3,$1946.8799999999999,12,$8331.06
Dustin Tran,male,769-61-9061,Sun Aug 05 2007 15:49:04 GMT-0400 (Eastern Daylight Time),(747) 486-8175,A.R.,62031,d.tranran@we.com,Visa,4220xxxxxxxx7738,02/18,male,KZLV,4,$1778.83,7,$4611.01,9,$9376.01
Corey Austin,male,794-58-7532,Fri Oct 08 2004 10:05:26 GMT-0400 (Eastern Daylight Time),3569274844,Illinois,79857-1105,c.austinustin@zu.de,Discover Card,6011xxxxxxxx1413,05/17,male,WQKK,4,$2403.06,5,$4041.4800000000005,6,$6621.030000000001
Miss Sara Garza,female,727-76-9883,Fri Aug 12 2011 19:21:01 GMT-0400 (Eastern Daylight Time),5698834275,MD,33807,s.garzaarza@zam.com,Discover Card,6011xxxxxxxx6118,03/25,female,WIAY,4,$2653.25,8,$5220.67,9,$9728.420000000002
Charles Carr,male,251-71-3007,25/5/2006,2356196322,Georgia,16371-6780,c.Carr@utlol.gov,Mastercard,5188xxxxxxxx4037,10/17,male,WSZZ,1,$970.66,6,$3787.1200000000003,11,$8408.81
Misses Helena Lyons,female,356-78-3249,Thu Oct 12 2006 20:47:40 GMT-0400 (Eastern Daylight Time),7168517330,T.N.,77959,h.Lyons@vozade.org,American Express,3407xxxxxxx5918,02/27,female,WPDX,0,$0,2,$1438.25,6,$4621.929999999999
Dr. Victor Holt,male,460-69-6414,Sun Dec 09 2007 13:46:27 GMT-0500 (Eastern Standard Time),6532812163,I.D.,61214,v.Holt@vakib.edu,Mastercard,5146xxxxxxxx3942,10/23,male,KUTM,3,$2030.58,4,$3713.41,8,$8004.979999999999
